school,county,type
BEULAH CHRISTIAN ACADEMY,OKALOOSA,k12
BEULAH ELEMENTARY SCHOOL,ESCAMBIA,k12
BEULAH MIDDLE SCHOOL,ESCAMBIA,k12
BEVERLY SHORES ELEMENTARY SCHOOL,LAKE,k12
BEVIS ELEMENTARY SCHOOL,HILLSBOROUGH,k12
BEXLEY ELEMENTARY SCHOOL,PASCO,k12
BEYOND BORDERS CHRISTIAN SCHOOL INC,VOLUSIA,k12
BEYOND EXPECTATIONS ACADEMY,MIAMI-DADE,k12
BEYOND THE SPECTRUM EDUCATION CENTER,SARASOTA,k12
BIBLE TRUTH MINISTRIES,HILLSBOROUGH,k12
BIG BEND TECHNICAL COLLEGE,TAYLOR,university
BIG CYPRESS ELEMENTARY SCHOOL,COLLIER,k12
BIG PINE ACADEMY,MONROE,k12
BILINGUAL CHRISTIAN ACADEMY TECHNOLOGY,OSCEOLA,k12
BILL DUNCAN OPPORTUNITY CENTER,POLK,k12
BILTMORE ELEMENTARY SCHOOL,DUVAL,k12
BILTMORE SCHOOL,MIAMI-DADE,k12
BING ELEMENTARY SCHOOL,HILLSBOROUGH,k12
BINKS FOREST ELEMENTARY SCHOOL,PALM BEACH,k12
BIOTECH@RICHMOND HEIGHTS HIGH SCHOOL,MIAMI-DADE,k12
BISCAYNE BEACH ELEMENTARY SCHOOL,MIAMI-DADE,k12
BISCAYNE ELEMENTARY SCHOOL,DUVAL,k12
BISCAYNE GARDENS ELEMENTARY SCHOOL,MIAMI-DADE,k12
BISCAYNE PARK SCHOOL EARLY LEARNING CENTER,MIAMI-DADE,k12
BISHOP JOHN J. SNYDER HIGH SCHOOL,DUVAL,k12
BISHOP KENNY HIGH SCHOOL,DUVAL,k12
BISHOP LARKIN CATHOLIC SCHOOL,PASCO,k12
BISHOP MCLAUGHLIN CATHOLIC HIGH SCHOOL,PASCO,k12
BISHOP MOORE CATHOLIC HIGH SCHOOL,ORANGE,k12
BISHOP VEROT CATHOLIC HIGH SCHOOL,LEE,k12
BLACKBURN ELEMENTARY SCHOOL,MANATEE,k12
BLAKE CHRISTIAN ACADEMY,VOLUSIA,k12
BLAKE HIGH SCHOOL,HILLSBOROUGH,k12
BLANCHE ELY HIGH SCHOOL,BROWARD,k12
BLANCHE H. DAUGHTREY ELEMENTARY SCHOOL,MANATEE,k12
BLANKNER K-8,ORANGE,k12
BLANTON ELEMENTARY SCHOOL,PINELLAS,k12
BLESSED SACRAMENT CATHOLIC SCHOOL,PINELLAS,k12
BLESSED TRINITY,MARION,k12
BLESSED TRINITY CATHOLIC,DUVAL,k12
BLIND HIGH SCHOOL,ST. JOHNS,k12
BLIND PK-8 SCHOOL,ST. JOHNS,k12
BLOOMINGDALE HIGH SCHOOL,HILLSBOROUGH,k12
BLOSSOM MONTESSORI SCHOOL FOR THE DEAF,PINELLAS,k12
BLOSSOMS ACADEMY,SEMINOLE,k12
BLOUNTSTOWN ELEMENTARY SCHOOL,CALHOUN,k12
BLOUNTSTOWN HIGH SCHOOL,CALHOUN,k12
BLUE ANGELS ELEMENTARY SCHOOL,ESCAMBIA,k12
BLUE JAY ACADEMY,VOLUSIA,k12
BLUE LAKE ELEMENTARY SCHOOL,VOLUSIA,k12
BLUE LAKES ELEMENTARY SCHOOL,MIAMI-DADE,k12
BLUEWATER ELEMENTARY SCHOOL,OKALOOSA,k12
BOB GRAHAM EDUCATION CENTER,MIAMI-DADE,k12
BOB SIKES ELEMENTARY SCHOOL,OKALOOSA,k12
BOCA CIEGA HIGH SCHOOL,PINELLAS,k12
BOCA RATON CHRISTIAN SCHOOL,PALM BEACH,k12
BOCA RATON COMMUNITY HIGH SCHOOL,PALM BEACH,k12
BOCA RATON COMMUNITY MIDDLE SCHOOL,PALM BEACH,k12
BOCA RATON ELEMENTARY SCHOOL,PALM BEACH,k12
BOCA RATON HIGH ADULT EDUCATION CENTER,PALM BEACH,k12
BOCA RATON HIGH SCHOOL,PALM BEACH,k12
BOCA RATON MIDDLE ADULT EDUCATION CENTER,PALM BEACH,k12
BOCA RATON PREPARATORY SCHOOL,PALM BEACH,k12
BOGGY CREEK ELEMENTARY SCHOOL,OSCEOLA,k12
BOK ACADEMY,POLK,k12
BOLA CHILDCARE LEARNING CENTER,MIAMI-DADE,k12
BOLLES,ST. JOHNS,k12
BOLLES SCHOOL,DUVAL,k12
BOND ELEMENTARY SCHOOL,LEON,k12
BONIFAY K-8 SCHOOL,HOLMES,k12
BONITA SPRINGS CHARTER SCHOOL,LEE,k12
BONITA SPRINGS ELEMENTARY SCHOOL,LEE,k12
BONITA SPRINGS HIGH SCHOOL,LEE,k12
BONITA SPRINGS MIDDLE CENTER FOR THE ARTS,LEE,k12
BONNEVILLE ELEMENTARY SCHOOL,ORANGE,k12
BOOKER HIGH SCHOOL,SARASOTA,k12
BOOKER MIDDLE SCHOOL,SARASOTA,k12
BOOKER T. WASHINGTON HIGH SCHOOL,ESCAMBIA,k12
BOOKER T. WASHINGTON SENIOR HIGH,MIAMI-DADE,k12
BOOKER T. WASHINGTON SENIOR HIGH SCHOOL,MIAMI-DADE,k12
BOONE HIGH SCHOOL,ORANGE,k12
BOULEVARD HEIGHTS ELEMENTARY SCHOOL,BROWARD,k12
BOULWARE SPRINGS CHARTER,ALACHUA,k12
BOWERS/WHITLEY ADULT & COMMUNITY CENTER,HILLSBOROUGH,k12
BOWLING GREEN ELEMENTARY SCHOOL,HARDEE,k12
BOWMAN ASHE/DOOLIN K-8 ACADEMY,MIAMI-DADE,k12
BOYD H. ANDERSON HIGH SCHOOL,BROWARD,k12
BOYETTE SPRINGS ELEMENTARY SCHOOL,HILLSBOROUGH,k12
BOYNTON BEACH COMMUNITY ADULT,PALM BEACH,k12
BOYNTON BEACH COMMUNITY HIGH,PALM BEACH,k12
BOYSTOWN,MIAMI-DADE,k12
BRADEN RIVER ELEMENTARY SCHOOL,MANATEE,k12
BRADEN RIVER HIGH SCHOOL,MANATEE,k12
BRADEN RIVER MIDDLE SCHOOL,MANATEE,k12
BRADENTON CHRISTIAN SCHOOL,MANATEE,k12
BRADFORD COUNTY MIDDLE SCHOOL,BRADFORD,k12
BRADFORD DISTRICT OFFICE,BRADFORD,k12
BRADFORD HIGH SCHOOL,BRADFORD,k12
BRADFORD MIDDLE SCHOOL,BRADFORD,k12
BRADFORD SCHOOL DISTRICT,BRADFORD,k12
BRANDON ACADEMY LLC,HILLSBOROUGH,k12
BRANDON ADULT/COMMUNITY CENTER,HILLSBOROUGH,k12
BRANDON EPIC 3 CENTER,HILLSBOROUGH,k12
BRANDON HIGH SCHOOL,HILLSBOROUGH,k12
BRANFORD ELEMENTARY SCHOOL,SUWANNEE,k12
BRANFORD HIGH SCHOOL,SUWANNEE,k12
BRATT ELEMENTARY SCHOOL,ESCAMBIA,k12
BRAUSER MAIMONIDES ACADEMY,BROWARD,k12
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,university
BREAD OF LIFE CHRISTIAN ACADEMY CORP.,BREVARD,k12
BREAKFAST POINT ACADEMY,BAY,k12
BREATH OF LIFE CHURCH AND ACADEMY-BOLCA,VOLUSIA,k12
BRENTWOOD ELEMENTARY SCHOOL,MIAMI-DADE,k12
BRENTWOOD ELEMENTARY SCHOOL,SARASOTA,k12
BRENTWOOD ELEMENTARY SCHOOL,ESCAMBIA,k12
BRENTWOOD ELEMENTARY SCHOOL,DUVAL,k12
BREVARD ACADEMY INC.,BREVARD,k12
BREVARD ADULT EDUCATION AT MELBOURNE,BREVARD,k12
BREVARD DISTRICT OFFICE,BREVARD,k12
BREVARD PRIVATE ACADEMY,BREVARD,k12
BREVARD PUBLIC SCHOOLS,BREVARD,k12
BREWSTER TECHNICAL COLLEGE,HILLSBOROUGH,university
BRICKHOUSE ACADEMY,SARASOTA,k12
BRIDGE TO INDEPENDENCE INC.,ORANGE,k12
BRIDGEHAVEN ACADEMY,ST. JOHNS,k12
BRIDGEPREP ACADEMY,DUVAL,k12
BRIDGEPREP ACADEMY CHARTER,ORANGE,k12
BRIDGEPREP ACADEMY COLLIER,COLLIER,k12
BRIDGEPREP ACADEMY INTERAMERICAN CAMPUS,MIAMI-DADE,k12
BRIDGEPREP ACADEMY OF BROWARD K-8,BROWARD,k12
BRIDGEPREP ACADEMY OF GREATER MIAMI,MIAMI-DADE,k12
BRIDGEPREP ACADEMY OF HOLLYWOOD HILLS,BROWARD,k12
BRIDGEPREP ACADEMY OF INTERAMERICAN,MIAMI-DADE,k12
BRIDGEPREP ACADEMY OF NORTH MIAMI BEACH,MIAMI-DADE,k12
BRIDGEPREP ACADEMY OF PALM BEACH,PALM BEACH,k12
BRIDGEPREP ACADEMY OF RIVERVIEW,HILLSBOROUGH,k12
BRIDGEPREP ACADEMY OF TAMPA,HILLSBOROUGH,k12
BRIDGEPREP ACADEMY OF VILLAGE GREEN,MIAMI-DADE,k12
BRIDGEPREP ACADEMY OSCEOLA COUNTY,OSCEOLA,k12
BRIDGEPREP ACADEMY SOUTH,MIAMI-DADE,k12
BRIDGES CHRISTIAN LEARNING CENTER INC.,PALM BEACH,k12
BRIDGES MONTESSORI SCHOOL,MARTIN,k12
BRIDGEWATER MIDDLE,ORANGE,k12
BRIGHT FUTURES ACADEMY,PALM BEACH,k12
BRIGHT HORIZONS,BROWARD,k12
BRIGHT HORIZONS ACADEMY,BREVARD,k12
BRILLIANT BEGINNING LEARNING CENTER,MIAMI-DADE,k12
BRILLIANT MINDS EARLY LEARNING ACADEMY,POLK,k12
BRITO MIAMI PRIVATE SCHOOL,MIAMI-DADE,k12
BROACH SCHOOL - PONTE VEDRA,ST. JOHNS,k12
BROACH SCHOOL - SOUTHSIDE,DUVAL,k12
BROACH TAMPA,HILLSBOROUGH,k12
BROADMOOR ELEMENTARY SCHOOL,MIAMI-DADE,k12
BROADVIEW ELEMENTARY SCHOOL,BROWARD,k12
BRONSON ELEMENTARY SCHOOL,LEVY,k12
BRONSON MIDDLE/HIGH SCHOOL,LEVY,k12
BROOKER CREEK ELEMENTARY SCHOOL,PINELLAS,k12
BROOKER ELEMENTARY SCHOOL,HILLSBOROUGH,k12
BROOKER ELEMENTARY SCHOOL,BRADFORD,k12
BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL,HILLSBOROUGH,k12
BROOKSHIRE ELEMENTARY SCHOOL,ORANGE,k12
BROOKSIDE MIDDLE SCHOOL,SARASOTA,k12
BROOKSVILLE ELEMENTARY SCHOOL,HERNANDO,k12
"BROOKSVILLE ENGINEERING, SCIENCE AND TECHNOLOGY",HERNANDO,k12
BROOKVIEW ELEMENTARY SCHOOL,DUVAL,k12
BROWARD ACADEMY,BROWARD,k12
BROWARD CHILDREN'S CENTER NORTH,BROWARD,k12
BROWARD CHRISTIAN ACADEMY,BROWARD,k12
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,university
BROWARD COLLEGE- DOWNTOWN CENTER,BROWARD,university
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,university
BROWARD COLLEGE- NORTH CAMPUS,BROWARD,university
BROWARD COLLEGE- WESTON,BROWARD,university
BROWARD COUNTY PUBLIC SCHOOLS,BROWARD,k12
BROWARD DISTRICT OFFICE,BROWARD,k12
BROWARD ELEMENTARY SCHOOL,HILLSBOROUGH,k12
BROWARD ESTATES ELEMENTARY SCHOOL,BROWARD,k12
BROWARD INSTITUTE OF PUBLIC SAFETY,BROWARD,university
BROWARD MATH AND SCIENCE SCHOOLS,BROWARD,k12
BROWN ACADEMY,LEE,university
BROWN BARGE MIDDLE SCHOOL,ESCAMBIA,k12
BROWNING-PEARCE ELEMENTARY SCHOOL,PUTNAM,k12
BROWNSVILLE MIDDLE SCHOOL,MIAMI-DADE,k12
BROWNSVILLE PREPARATORY INSTITUTE,LEON,k12
BRUCIE BALL EDUCATIONAL CENTER,MIAMI-DADE,k12
BRUSH ARBOR CHRISTIAN SCHOOL,ORANGE,k12
BRYAN ELEMENTARY SCHOOL,HILLSBOROUGH,k12
BRYANT ELEMENTARY SCHOOL,HILLSBOROUGH,k12
BRYCEVILLE ELEMENTARY SCHOOL,NASSAU,k12
BUCHANAN MIDDLE SCHOOL,HILLSBOROUGH,k12
BUCK LAKE ELEMENTARY SCHOOL,LEON,k12
BUCKHORN ELEMENTARY SCHOOL,HILLSBOROUGH,k12
BUCKINGHAM EXCEPTIONAL STUDENT CENTER,LEE,k12
BUDDY TAYLOR MIDDLE SCHOOL,FLAGLER,k12
BUFFALO CREEK MIDDLE SCHOOL,MANATEE,k12
BUIQUI AEROSPACE CORP.,OSCEOLA,k12
BUNCHE PARK ELEMENTARY SCHOOL,MIAMI-DADE,k12
BUNNELL ELEMENTARY SCHOOL,FLAGLER,k12
BURNETT MIDDLE SCHOOL,HILLSBOROUGH,k12
BURNEY ELEMENTARY SCHOOL,HILLSBOROUGH,k12
BURNS MIDDLE SCHOOL,HILLSBOROUGH,k12
BURNS SCIENCE AND TECHNOLOGY CHARTER SCHOOL,VOLUSIA,k12
BUSHNELL ELEMENTARY SCHOOL,SUMTER,k12
C. A. WEIS ELEMENTARY SCHOOL,ESCAMBIA,k12
C. G. BETHEL HIGH SCHOOL,MIAMI-DADE,k12
C. H. PRICE MIDDLE SCHOOL,PUTNAM,k12
C. L. OVERTURF JR 6TH GRADE CENTER,PUTNAM,k12
C. W. NORTON ELEMENTARY SCHOOL,ALACHUA,k12
C. W. RUCKEL MIDDLE SCHOOL,OKALOOSA,k12
CALLAHAN ELEMENTARY SCHOOL,NASSAU,k12
CALLAHAN INTERMEDIATE SCHOOL,NASSAU,k12
CALLAHAN MIDDLE SCHOOL,NASSAU,k12
CALLAWAY ELEMENTARY SCHOOL,BAY,k12
CALOOSA ELEMENTARY SCHOOL,LEE,k12
CALOOSA MIDDLE SCHOOL,LEE,k12
CALUSA ELEMENTARY SCHOOL,PASCO,k12
CALUSA ELEMENTARY SCHOOL,PALM BEACH,k12
CALUSA ELEMENTARY SCHOOL,MIAMI-DADE,k12
CALUSA PARK ELEMENTARY SCHOOL,COLLIER,k12
CALUSA PREPARATORY SCHOOL,MIAMI-DADE,k12
CALVARY CHAPEL ACADEMY,BREVARD,k12
CALVARY CHRISTIAN ACADEMY,ST. LUCIE,k12
CALVARY CHRISTIAN ACADEMY,OKALOOSA,k12
CALVARY CHRISTIAN ACADEMY,BROWARD,k12
CALVARY CHRISTIAN ACADEMY,CLAY,k12
CALVARY CHRISTIAN ACADEMY,VOLUSIA,k12
CALVARY CHRISTIAN ACADEMY HOLLYWOOD,BROWARD,k12
CALVARY CHRISTIAN HIGH SCHOOL,PINELLAS,k12
CALVARY CITY CHRISTIAN ACADEMY PRESCHOOL,ORANGE,k12
CALVIN A. HUNSINGER SCHOOL,PINELLAS,k12
CAMBRIDGE CHRISTIAN SCHOOL,HILLSBOROUGH,k12
CAMBRIDGE ELEMENTARY SCHOOL MAGNET SCHOOL,BREVARD,k12
CAMBRIDGE INTERNATIONAL ACADEMY,BROWARD,k12
CAMBRIDGE PREP ACADEMY INC.,COLUMBIA,k12
CAMBRIDGE SCHOOLS IN WELLINGTON,PALM BEACH,k12
CAMELOT ACADEMY OF ESCAMBIA COUNTY,ESCAMBIA,k12
CAMELOT ACADEMY OF SANTA ROSA,SANTA ROSA,k12
CAMELOT ELEMENTARY SCHOOL,ORANGE,k12
CAMELOT SCHOOL,PINELLAS,k12
CAMEN ACADEMY FOR THE PERFORMING ARTS,ORANGE,k12
CAMINITI EXCEPTIONAL CENTER,HILLSBOROUGH,k12
CAMINITI PUBLIC SCHOOL,HILLSBOROUGH,k12
CAMPBELL DRIVE K-8 CENTER,MIAMI-DADE,k12
CAMPBELL MIDDLE SCHOOL,VOLUSIA,k12
CAMPBELL PARK ELEMENTARY SCHOOL,PINELLAS,k12
CANDLELIGHT CHRISTIAN ACADEMY,POLK,k12
CANNELLA ELEMENTARY SCHOOL,HILLSBOROUGH,k12
CANOE CREEK K-8,OSCEOLA,k12
CANOPY OAKS ELEMENTARY SCHOOL,LEON,k12
CANTERBURY SCHOOL,LEE,k12
CANTERBURY SCHOOL OF FLORIDA INC.,PINELLAS,k12
CAPE ACADEMY,LEE,k12
CAPE CORAL CHARTER SCHOOL,LEE,k12
CAPE CORAL CHRISTIAN SCHOOL INC.,LEE,k12
CAPE CORAL HIGH SCHOOL,LEE,k12
CAPE CORAL TECHNICAL COLLEGE,LEE,university
CAPE ELEMENTARY SCHOOL,LEE,k12
CAPE VIEW ELEMENTARY SCHOOL,BREVARD,k12
CAPITAL PREPARATORY,LEON,k12
CAPSTONE ACADEMY MILTON CHARTER SCHOOL,SANTA ROSA,k12
CARDINAL GIBBONS HIGH SCHOOL,BROWARD,k12
CARDINAL MOONEY HIGH SCHOOL,SARASOTA,k12
CARDINAL NEWMAN HIGH SCHOOL,PALM BEACH,k12
CARE AND SHARE UXBRIDGE CHRISTIAN ACADEMY,BROWARD,k12
CARE ELEMENTARY SCHOOL,MIAMI-DADE,k12
CARIBBEAN K-8 CENTER,MIAMI-DADE,k12
CARILLON ELEMENTARY SCHOOL,SEMINOLE,k12
CARING & SHARING LEARNING SCHOOL,ALACHUA,k12
CARLOS E. HAILE MIDDLE SCHOOL,MANATEE,k12
CARLTON PALMORE ELEMENTARY SCHOOL,POLK,k12
CAROL CITY ELEMENTARY SCHOOL,MIAMI-DADE,k12
CAROL CITY MIDDLE SCHOOL,MIAMI-DADE,k12
CAROLYN BEATRICE PARKER ELEMENTARY SCHOOL,ALACHUA,k12
CARPE DIEM ACADEMIA INC.,MIAMI-DADE,k12
CARPE DIEM ACADEMIA LITTLE HAVANA,MIAMI-DADE,k12
CARR ELEMENTARY SCHOOL & MIDDLE SCHOOL,CALHOUN,k12
CARRIE P. MEEK/WESTVIEW K-8 CENTER,MIAMI-DADE,k12
CARROLLTON SCHOOL OF THE SACRED HEART,MIAMI-DADE,k12
CARROLLWOOD DAY SCHOOL,HILLSBOROUGH,k12
CARROLLWOOD ELEMENTARY SCHOOL,HILLSBOROUGH,k12
CARTER G. WOODSON ELEMENTARY SCHOOL,DUVAL,k12
CARTER PARRAMORE ACADEMY,GADSDEN,k12
CARVER EXCEPTIONAL CENTER,HILLSBOROUGH,k12
CARVER MIDDLE,ORANGE,k12
CARVER MIDDLE SCHOOL,LAKE,k12
CARVER MIDDLE SCHOOL,PALM BEACH,k12
CARWISE MIDDLE SCHOOL,PINELLAS,k12
CASA DEI BAMBINI MONTESSORI SCHOOL,MIAMI-DADE,k12
CASA MONTESSORI,VOLUSIA,k12
CASSELBERRY ELEMENTARY SCHOOL,SEMINOLE,k12
CASTLE CREEK ELEMENTARY SCHOOL,ORANGE,k12
CASTLE HILL ELEMENTARY SCHOOL,BROWARD,k12
CASTLEVIEW ELEMENTARY SCHOOL,ORANGE,k12
CATALINA ELEMENTARY SCHOOL,ORANGE,k12
CATHEDRAL PARISH SCHOOL,ST. JOHNS,k12
CATHOLIC HIGH SCHOOL,ESCAMBIA,k12
CATTOIRA MONTESSORI SCHOOL,MIAMI-DADE,k12
CBT COLLEGE HIALEAH,MIAMI-DADE,university
CBT COLLEGE – FLAGLER MAIN,MIAMI-DADE,university
CECILE ESSRIG ELEMENTARY SCHOOL,HILLSBOROUGH,k12
CEDAR CREEK CHRISTIAN SCHOOL,DUVAL,k12
CEDAR GROVE ELEMENTARY SCHOOL,BAY,k12
CEDAR HILLS BAPTIST CHRISTIAN SCHOOL,DUVAL,k12
CEDAR HILLS ELEMENTARY SCHOOL,DUVAL,k12
CEDAR KEY HIGH SCHOOL,LEVY,k12
CELEBRATION HIGH SCHOOL,OSCEOLA,k12
CELEBRATION SCHOOL,OSCEOLA,k12
CELEBRITY SCHOOL OF BEAUTY,MIAMI-DADE,university
CENTENNIAL ELEMENTARY SCHOOL,PASCO,k12
CENTENNIAL MIDDLE SCHOOL,PASCO,k12
CENTER ACADEMY - CORAL SPRINGS,BROWARD,k12
CENTER ACADEMY - JACKSONVILLE,DUVAL,k12
CENTER ACADEMY - LUTZ,PASCO,k12
CENTER ACADEMY - PALM HARBOR,PINELLAS,k12
CENTER ACADEMY - PINELLAS PARK,PINELLAS,k12
CENTER ACADEMY - RIVERVIEW,HILLSBOROUGH,k12
CENTER ACADEMY - ST. JOHNS BLUFF,DUVAL,k12
CENTER ACADEMY - WATERFORD LAKES,ORANGE,k12
CENTER MONTESSORI SCHOOL,MANATEE,k12
CENTNER ACADEMY - ELEMENTARY SCHOOL,MIAMI-DADE,k12
CENTNER ACADEMY - MIDDLE AND HIGH SCHOOLS,MIAMI-DADE,k12
CENTNER ACADEMY - PRESCHOOL,MIAMI-DADE,k12
CENTRAL ACADEMY,BAY,k12
CENTRAL AVENUE ELEMENTARY SCHOOL,OSCEOLA,k12
CENTRAL BAPTIST CHRISTIAN SCHOOL,HILLSBOROUGH,k12
CENTRAL CHARTER SCHOOL,BROWARD,k12
CENTRAL CHRISTIAN ACADEMY,ORANGE,k12
CENTRAL ELEMENTARY SCHOOL,OKEECHOBEE,k12
CENTRAL ELEMENTARY SCHOOL,HENDRY,k12
CENTRAL FLORIDA ACADEMY OF THE ARTS,SEMINOLE,k12
CENTRAL FLORIDA AEROSPACE ACADEMY,POLK,k12
CENTRAL FLORIDA CHRISTIAN ACADEMY,ORANGE,k12
CENTRAL FLORIDA POLYTECHNIC ACADEMY,ORANGE,k12
CENTRAL FLORIDA PREPARATORY ACADEMY,VOLUSIA,k12
CENTRAL FLORIDA PREPARATORY SCHOOL,ORANGE,k12
CENTRAL HIGH SCHOOL,BAY,k12
CENTRAL HIGH SCHOOL,HERNANDO,k12
CENTRAL MIDDLE SCHOOL,BREVARD,k12
CENTRAL PARK ELEMENTARY SCHOOL,BROWARD,k12
CENTRAL POINTE CHRISTIAN ACADEMY,OSCEOLA,k12
CENTRAL RIDGE ELEMENTARY SCHOOL,CITRUS,k12
CENTRAL RIVERSIDE ELEMENTARY SCHOOL,DUVAL,k12
CENTRAL SCHOOL,SANTA ROSA,k12
CENTRO CAMPESINO FARMWORKER CENTER,MIAMI-DADE,k12
CENTRO MATER WEST II,MIAMI-DADE,k12
CHAFFEE TRAIL ELEMENTARY SCHOOL,DUVAL,k12
CHAIN OF LAKES COLLEGIATE HIGH,POLK,k12
CHAIN OF LAKES ELEMENTARY SCHOOL,POLK,k12
CHAIN OF LAKES MIDDLE SCHOOL,ORANGE,k12
CHAIRES ELEMENTARY SCHOOL,LEON,k12
CHALLENGER 7 ELEMENTARY SCHOOL,BREVARD,k12
CHALLENGER ELEMENTARY SCHOOL,BROWARD,k12
CHALLENGER K-8 SCHOOL OF SCIENCE AND MATH,HERNANDO,k12
CHALLENGER MIDDLE SCHOOL,LEE,k12
CHAMBERLAIN HIGH SCHOOL,HILLSBOROUGH,k12
CHAMBERLAIN UNIVERSITY,BROWARD,university
CHAMBERS HIGH SCHOOL,MIAMI-DADE,k12
CHAMINADE-MADONNA COLLEGE PREPARATORY,BROWARD,k12
CHAMPAGNAT CATHOLIC SCHOOL OF HIALEAH,MIAMI-DADE,k12
CHAMPION ELEMENTARY SCHOOL,VOLUSIA,k12
CHAMPIONSHIP ACADEMY OF DISTINCTION AT DAVIE,BROWARD,k12
CHAMPIONSHIP ACADEMY OF DISTINCTION AT HOLLYWOOD,BROWARD,k12
CHAMPIONSHIP ACADEMY OF DISTINCTION HIGH SCHOOL,BROWARD,k12
CHAMPIONSHIP ACADEMY OF DISTINCTION MIDDLE SCHOOL,BROWARD,k12
CHAMPIONSHIP ACADEMY OF DISTINCTION OF WEST BROWARD,BROWARD,k12
CHANCERY HIGH CHARTER,ORANGE,k12
CHANGING LIVES ACADEMY INC.,ORANGE,k12
CHANGING LIVES CHRISTIAN ACADEMY,DUVAL,k12
CHANNELSIDE ACADEMY OF MATH AND SCIENCE,HILLSBOROUGH,k12
CHANTY LEARNING CENTER DBA WE LOVE KIDS,MIAMI-DADE,k12
CHAPEL TRAIL ELEMENTARY SCHOOL,BROWARD,k12
CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER SOUTH,MIAMI-DADE,k12
CHAPPELL SCHOOLS DEERWOOD,DUVAL,k12
CHARITY LEARNING ACADEMY INC.,ORANGE,k12
CHARLES DAVID WYCHE JR ELEMENTARY SCHOOL,MIAMI-DADE,k12
CHARLES DREW ELEMENTARY SCHOOL,BROWARD,k12
CHARLES DREW MIDDLE SCHOOL,BROWARD,k12
CHARLES E. BENNETT ELEMENTARY SCHOOL,CLAY,k12
CHARLES R DREW K-8 CENTER,MIAMI-DADE,k12
CHARLES R HADLEY ELEMENTARY SCHOOL,MIAMI-DADE,k12
CHARLES S. RUSHE MIDDLE SCHOOL,PASCO,k12
CHARLES W FLANAGAN HIGH SCHOOL,BROWARD,k12
CHARLOTTE DISTRICT OFFICE,CHARLOTTE,k12
CHARLOTTE HARBOR SCHOOL,CHARLOTTE,k12
CHARLOTTE HIGH SCHOOL,CHARLOTTE,k12
CHARLOTTE PREPARATORY SCHOOL,CHARLOTTE,k12
CHARLOTTE TECHNICAL COLLEGE,CHARLOTTE,university
CHARTER HIGH SCHOOL OF THE AMERICAS,MIAMI-DADE,k12
CHARTER SCHOOL OF EXCELLENCE,BROWARD,k12
CHASCO ELEMENTARY SCHOOL,PASCO,k12
CHASCO MIDDLE SCHOOL,PASCO,k12
CHATMAN'S EARLY LEARNING CHRISTIAN ACADEMY,DUVAL,k12
CHATTAHOOCHEE ELEMENTARY SCHOOL,GADSDEN,k12
CHENEY ELEMENTARY SCHOOL,ORANGE,k12
CHEROKEE,ORANGE,k12
CHESTER A. MOORE ELEMENTARY SCHOOL,ST. LUCIE,k12
CHESTER SHELL ELEMENTARY SCHOOL,ALACHUA,k12
CHESTER W. TAYLOR JR. ELEMENTARY SCHOOL,PASCO,k12
CHESTNUT ELEMENTARY SCHOOL FOR SCIENCE AND ENGINEERING,OSCEOLA,k12
CHET'S CREEK ELEMENTARY SCHOOL,DUVAL,k12
CHI CHI RODRIQUEZ ACADEMY,PINELLAS,k12
CHIARAMONTE ELEMENTARY SCHOOL,HILLSBOROUGH,k12
CHICKASAW ELEMENTARY SCHOOL,ORANGE,k12
CHIEFLAND ELEMENTARY SCHOOL,LEVY,k12
CHIEFLAND MIDDLE HIGH SCHOOL,LEVY,k12
CHILDREN IN THE SPIRIT CHRISTIAN SCHOOL,BROWARD,k12
CHILDREN OF WOODBINE PRESCHOOL,SANTA ROSA,k12
CHILDREN PARADISE,MIAMI-DADE,k12
CHILDREN'S HOUSE MONTESSORI,PALM BEACH,k12
CHILDREN'S MONTESSORI ACADEMY,BREVARD,k12
CHILDREN'S PARADISE LEARNING CENTER 3,MIAMI-DADE,k12
CHILDREN'S PARADISE LEARNING CENTER 5,MIAMI-DADE,k12
CHILDREN'S PARADISE LEARNING CENTER 6 INC.,MIAMI-DADE,k12
CHILDREN'S PARADISE LEARNING CENTER INC 4,MIAMI-DADE,k12
CHILDREN'S PARADISE LEARNING CENTER INC.,MIAMI-DADE,k12
CHILDREN'S PLACE LEARNING CENTER,MIAMI-DADE,k12
CHILDREN'S RAINBOW DAYSCHOOL ACADEMY,MIAMI-DADE,k12
CHILDREN'S RESOURCES,MIAMI-DADE,k12
CHILDREN'S WORLD SOUTH OF DAVIE,BROWARD,k12
CHILDRENS READING CENTER CHARTER SCHOOL,PUTNAM,k12
CHILES ELEMENTARY SCHOOL,HILLSBOROUGH,k12
CHILES MIDDLE SCHOOL,SEMINOLE,k12
CHIMNEY LAKES ELEMENTARY SCHOOL,DUVAL,k12
CHIPLEY HIGH SCHOOL,WASHINGTON,k12
CHIPOLA COLLEGE,JACKSON,university
CHIPOLA COMMUNITY COLLEGE,JACKSON,university
CHISHOLM ELEMENTARY SCHOOL,VOLUSIA,k12
