precinct,office,party,mode,votes,city,county,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic
2-B,Governor,republican,total,477,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,democrat,total,306,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,blanks,total,36,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,all others,total,2,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-A,Governor,republican,total,683,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-A,Governor,democrat,total,323,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-A,Governor,blanks,total,38,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-A,Governor,all others,total,4,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-B,Governor,republican,total,891,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-B,Governor,democrat,total,376,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-B,Governor,blanks,total,46,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-B,Governor,all others,total,12,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-A,Governor,republican,total,970,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-A,Governor,democrat,total,297,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-A,Governor,blanks,total,44,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-A,Governor,all others,total,6,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-B,Governor,republican,total,891,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-B,Governor,democrat,total,298,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-B,Governor,blanks,total,35,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-B,Governor,all others,total,5,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-A,Governor,republican,total,592,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-A,Governor,democrat,total,279,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-A,Governor,blanks,total,27,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-A,Governor,all others,total,3,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-B,Governor,republican,total,515,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-B,Governor,democrat,total,317,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-B,Governor,blanks,total,33,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-B,Governor,all others,total,4,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-A,Governor,republican,total,482,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-A,Governor,democrat,total,219,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-A,Governor,blanks,total,21,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-A,Governor,all others,total,0,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-B,Governor,republican,total,733,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-B,Governor,democrat,total,345,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-B,Governor,blanks,total,36,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-B,Governor,all others,total,6,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-A,Governor,republican,total,1010,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-A,Governor,democrat,total,323,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-A,Governor,blanks,total,53,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-A,Governor,all others,total,2,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-B,Governor,republican,total,1093,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-B,Governor,democrat,total,310,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-B,Governor,blanks,total,49,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-B,Governor,all others,total,9,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8-A,Governor,republican,total,999,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8-A,Governor,democrat,total,342,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8-A,Governor,blanks,total,56,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8-A,Governor,all others,total,5,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8-B,Governor,republican,total,1187,Taunton,Bristol,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8-B,Governor,democrat,total,319,Taunton,Bristol,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8-B,Governor,blanks,total,53,Taunton,Bristol,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
8-B,Governor,all others,total,4,Taunton,Bristol,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
A,Governor,republican,total,962,Templeton,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
A,Governor,democrat,total,186,Templeton,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
A,Governor,blanks,total,27,Templeton,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
A,Governor,all others,total,10,Templeton,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
B,Governor,republican,total,878,Templeton,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
B,Governor,democrat,total,182,Templeton,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
B,Governor,blanks,total,28,Templeton,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
B,Governor,all others,total,0,Templeton,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
C,Governor,republican,total,741,Templeton,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
C,Governor,democrat,total,171,Templeton,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
C,Governor,blanks,total,30,Templeton,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
C,Governor,all others,total,3,Templeton,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1206,Tewksbury,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,331,Tewksbury,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,63,Tewksbury,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,13,Tewksbury,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1A,Governor,republican,total,1424,Tewksbury,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1A,Governor,democrat,total,318,Tewksbury,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1A,Governor,blanks,total,62,Tewksbury,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1A,Governor,all others,total,6,Tewksbury,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1269,Tewksbury,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,354,Tewksbury,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,52,Tewksbury,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,12,Tewksbury,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2A,Governor,republican,total,1134,Tewksbury,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2A,Governor,democrat,total,297,Tewksbury,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2A,Governor,blanks,total,67,Tewksbury,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2A,Governor,all others,total,12,Tewksbury,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1481,Tewksbury,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,402,Tewksbury,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,89,Tewksbury,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,11,Tewksbury,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3A,Governor,republican,total,1590,Tewksbury,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3A,Governor,democrat,total,386,Tewksbury,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3A,Governor,blanks,total,76,Tewksbury,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3A,Governor,all others,total,15,Tewksbury,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,1415,Tewksbury,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,356,Tewksbury,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,60,Tewksbury,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,13,Tewksbury,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4A,Governor,republican,total,1357,Tewksbury,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4A,Governor,democrat,total,380,Tewksbury,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4A,Governor,blanks,total,75,Tewksbury,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4A,Governor,all others,total,11,Tewksbury,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1205,Tisbury,Dukes,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,1059,Tisbury,Dukes,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,49,Tisbury,Dukes,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,5,Tisbury,Dukes,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,193,Tolland,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,54,Tolland,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,14,Tolland,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Tolland,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,2689,Topsfield,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,735,Topsfield,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,190,Topsfield,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Topsfield,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1054,Townsend,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,225,Townsend,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,56,Townsend,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Townsend,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1039,Townsend,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,253,Townsend,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,41,Townsend,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,9,Townsend,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1069,Townsend,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,240,Townsend,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,51,Townsend,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,0,Townsend,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,775,Truro,Barnstable,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,650,Truro,Barnstable,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,28,Truro,Barnstable,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Truro,Barnstable,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1004,Tyngsborough,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,232,Tyngsborough,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,67,Tyngsborough,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Tyngsborough,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1055,Tyngsborough,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,232,Tyngsborough,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,44,Tyngsborough,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,0,Tyngsborough,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1048,Tyngsborough,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,275,Tyngsborough,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,46,Tyngsborough,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,0,Tyngsborough,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,1172,Tyngsborough,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,251,Tyngsborough,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,63,Tyngsborough,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,0,Tyngsborough,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,135,Tyringham,Berkshire,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,116,Tyringham,Berkshire,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,9,Tyringham,Berkshire,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,1,Tyringham,Berkshire,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1535,Upton,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
