county,county_new,school,school_new
LEE,LEE,CITY OF PALMS CHARTER HIGH SCHOOL,CITY OF PALMS CHARTER HIGH SCHOOL
BROWARD,BROWARD,CITY OF PEMBROKE PINES ACADEMIC VILLAGE MIDDLE SCH,CITY OF PEMBROKE PINES ACADEMIC VILLAGE MIDDLE SCHOOL
BROWARD,BROWARD,CITY OF PEMBROKE PINES ACADEMIC VILLAGE MIDDLE SCHO,CITY OF PEMBROKE PINES ACADEMIC VILLAGE MIDDLE SCHOOL
BROWARD,BROWARD,CITY OF PEMBROKE PINES CENTRAL CAMPUS MIDDLE,CITY OF PEMBROKE PINES CENTRAL CAMPUS MIDDLE
BROWARD,BROWARD,CITY OF PEMBROKE PINES CENTRAL ELEMENTARY,CITY OF PEMBROKE PINES CENTRAL ELEMENTARY SCHOOL
BROWARD,BROWARD,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL
BROWARD,BROWARD,CITY/PEMBROKE PINES CHARTER MIDDLE SCHOOL,CITY/PEMBROKE PINES CHARTER MIDDLE SCHOOL
HILLSBOROUGH,HILLSBOROUGH,CLAIR-MEL ELEMENTARY SCHOOL,CLAIR-MEL ELEMENTARY SCHOOL
POLK,POLK,CLARENCE BOSWELL ELEMENTARY SCHOOL,CLARENCE BOSWELL ELEMENTARY SCHOOL
MARTIN,MARTIN,CLARK ADVANCED LEARNING CENTER,CLARK ADVANCED LEARNING CENTER
HILLSBOROUGH,HILLSBOROUGH,CLARK ELEMENTARY SCHOOL,CLARK ELEMENTARY SCHOOL
DUVAL,DUVAL,CLARKE SCHOOLS FOR HEARING AND SPEECH/JACKS,CLARKE SCHOOLS FOR HEARING AND SPEECH/JACKS
LEE,LEE,CLASSICAL CHRISTIAN ACADEMY INC.,CLASSICAL CHRISTIAN ACADEMY INC.
PINELLAS,PINELLAS,CLASSICAL CHRISTIAN SCHOOL FOR THE ARTS INC.,CLASSICAL CHRISTIAN SCHOOL FOR THE ARTS INC.
PASCO,PASCO,CLASSICAL PREPARATORY SCHOOL,CLASSICAL PREPARATORY SCHOOL
MIAMI-DADE,MIAMI-DADE,CLAUDE PEPPER ELEMENTARY SCHOOL,CLAUDE PEPPER ELEMENTARY SCHOOL
CLAY,CLAY,CLAY CHARTER ACADEMY,CLAY CHARTER ACADEMY
CLAY,CLAY,CLAY DISTRICT OFFICE,CLAY DISTRICT OFFICE
CLAY,CLAY,CLAY HIGH SCHOOL,CLAY HIGH SCHOOL
CLAY,CLAY,CLAY HILL ELEMENTARY SCHOOL,CLAY HILL ELEMENTARY SCHOOL
ORANGE,ORANGE,CLAY SPRINGS ELEMENTARY,CLAY SPRINGS ELEMENTARY SCHOOL
HILLSBOROUGH,HILLSBOROUGH,CLAYWELL ELEMENTARY SCHOOL,CLAYWELL ELEMENTARY SCHOOL
PINELLAS,PINELLAS,CLEARVIEW ADULT EDUCATION CENTER,CLEARVIEW ADULT EDUCATION CENTER
PINELLAS,PINELLAS,CLEARWATER ACCADEMY INTERNATIONAL,CLEARWATER ACCADEMY INTERNATIONAL
PINELLAS,PINELLAS,CLEARWATER ADULT EDUCATION CENTER,CLEARWATER ADULT EDUCATION CENTER
PINELLAS,PINELLAS,CLEARWATER CENTRAL CATHOLIC HIGH SCHOOL,CLEARWATER CENTRAL CATHOLIC HIGH SCHOOL
PINELLAS,PINELLAS,CLEARWATER FUNDAMENTAL MIDDLE SCHOOL,CLEARWATER FUNDAMENTAL MIDDLE SCHOOL
PINELLAS,PINELLAS,CLEARWATER HIGH SCHOOL,CLEARWATER HIGH SCHOOL
PINELLAS,PINELLAS,CLEARWATER INTERMEDIATE,CLEARWATER INTERMEDIATE
LAKE,LAKE,CLERMONT ELEMENTARY SCHOOL,CLERMONT ELEMENTARY SCHOOL
LAKE,LAKE,CLERMONT MIDDLE SCHOOL,CLERMONT MIDDLE SCHOOL
POLK,POLK,CLEVELAND COURT ELEMENTARY SCHOOL,CLEVELAND COURT ELEMENTARY SCHOOL
HILLSBOROUGH,HILLSBOROUGH,CLEVELAND ELEMENTARY SCHOOL,CLEVELAND ELEMENTARY SCHOOL
BROWARD,BROWARD,CLEVER OAKS ACADEMY,CLEVER OAKS ACADEMY
HENDRY,HENDRY,CLEWISTON CHRISTIAN SCHOOL,CLEWISTON CHRISTIAN SCHOOL
HENDRY,HENDRY,CLEWISTON HIGH SCHOOL,CLEWISTON HIGH SCHOOL
HENDRY,HENDRY,CLEWISTON MIDDLE SCHOOL,CLEWISTON MIDDLE SCHOOL
HENDRY,HENDRY,CLEWISTON YOUTH DEVELOPMENTAL ACADEMY,CLEWISTON YOUTH DEVELOPMENTAL ACADEMY
OKALOOSA,OKALOOSA,CLIFFORD MEIGS MIDDLE SCHOOL,CLIFFORD MEIGS MIDDLE SCHOOL
PALM BEACH,PALM BEACH,CLIFFORD O TAYLOR/KIRKLANE ELEMENTARY,CLIFFORD O TAYLOR/KIRKLANE ELEMENTARY SCHOOL
ST. LUCIE,ST. LUCIE,CLUB MED ACADEMIES,CLUB MED ACADEMIES
BREVARD,BREVARD,COASTAL COMMUNITY SCHOOL,COASTAL COMMUNITY SCHOOL
PALM BEACH,PALM BEACH,COASTAL MIDDLE AND HIGH SCHOOL INC.,COASTAL MIDDLE AND HIGH SCHOOL INC.
BREVARD,BREVARD,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL
BREVARD,BREVARD,COCOA HIGH SCHOOL,COCOA HIGH SCHOOL
BROWARD,BROWARD,COCONUT CREEK ELEMENTARY SCHOOL,COCONUT CREEK ELEMENTARY SCHOOL
BROWARD,BROWARD,COCONUT CREEK HIGH SCHOOL,COCONUT CREEK HIGH SCHOOL
MIAMI-DADE,MIAMI-DADE,COCONUT GROVE ELEMENTARY SCHOOL,COCONUT GROVE ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,COCONUT GROVE MONTESSORI SCHOOL,COCONUT GROVE MONTESSORI SCHOOL
BROWARD,BROWARD,COCONUT PALM ELEMENTARY SCHOOL,COCONUT PALM ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,COCONUT PALM K-8 ACADEMY,COCONUT PALM K-8 ACADEMY
UNKNOWN,BROWARD,COLBERT ELEMENTARY,COLBERT ELEMENTARY SCHOOL
BROWARD,BROWARD,COLBERT ELEMENTARY SCHOOL,COLBERT ELEMENTARY SCHOOL
HILLSBOROUGH,HILLSBOROUGH,COLEMAN MIDDLE SCHOOL,COLEMAN MIDDLE SCHOOL
ST. JOHNS,ST. JOHNS,COLLAGE DAY SCHOOL,COLLAGE DAY SCHOOL
MARION,MARION,COLLEGE OF CENTRAL FLORIDA,COLLEGE OF CENTRAL FLORIDA
CITRUS,CITRUS,COLLEGE OF CENTRAL FLORIDA- CITRUS COUNTY CAMPUS,COLLEGE OF CENTRAL FLORIDA- CITRUS COUNTY CAMPUS
CITRUS,CITRUS,COLLEGE OF CENTRAL FLORIDA-CITRUS COUNTY,COLLEGE OF CENTRAL FLORIDA- CITRUS COUNTY CAMPUS
LEVY,LEVY,COLLEGE OF CENTRAL FLORIDA- LEVY CAMPUS,COLLEGE OF CENTRAL FLORIDA- LEVY CAMPUS
LEVY,LEVY,COLLEGE OF CENTRAL FLORIDA-LEVY,COLLEGE OF CENTRAL FLORIDA- LEVY CAMPUS
MONROE,MONROE,COLLEGE OF THE FLORIDA KEYS,COLLEGE OF THE FLORIDA KEYS
UNKNOWN,MONROE,LAGOON LANDING,COLLEGE OF THE FLORIDA KEYS
MARION,MARION,COLLEGE PARK ELEMENTARY SCHOOL,COLLEGE PARK ELEMENTARY SCHOOL
ORANGE,ORANGE,COLLEGE PARK MIDDLE,COLLEGE PARK MIDDLE
OKALOOSA,OKALOOSA,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE
OKALOOSA,OKALOOSA,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE C,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE
OKALOOSA,OKALOOSA,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE
COLLIER,COLLIER,COLLIER CHARTER ACADEMY,COLLIER CHARTER ACADEMY
COLLIER,COLLIER,COLLIER JUVENILE DETENTION CENTER,COLLIER JUVENILE DETENTION CENTER
BROWARD,BROWARD,COLLINS ELEMENTARY SCHOOL,COLLINS ELEMENTARY SCHOOL
HILLSBOROUGH,HILLSBOROUGH,COLLINS ELEMENTARY SCHOOL,COLLINS ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,COLONIAL CHRISTIAN SCHOOL,COLONIAL CHRISTIAN SCHOOL
MIAMI-DADE,MIAMI-DADE,COLONIAL DRIVE ELEMENTARY SCHOOL,COLONIAL DRIVE ELEMENTARY SCHOOL
LEE,LEE,COLONIAL ELEMENTARY SCHOOL,COLONIAL ELEMENTARY SCHOOL
ORANGE,ORANGE,COLONIAL HIGH,COLONIAL HIGH
HILLSBOROUGH,HILLSBOROUGH,COLSON ELEMENTARY SCHOOL,COLSON ELEMENTARY SCHOOL
COLUMBIA,COLUMBIA,COLUMBIA CITY ELEMENTARY SCHOOL,COLUMBIA CITY ELEMENTARY SCHOOL
COLUMBIA,COLUMBIA,COLUMBIA DISTRICT OFFICE,COLUMBIA DISTRICT OFFICE
BREVARD,BREVARD,COLUMBIA ELEMENTARY SCHOOL,COLUMBIA ELEMENTARY SCHOOL
ORANGE,ORANGE,COLUMBIA ELEMENTARY,COLUMBIA ELEMENTARY SCHOOL
COLUMBIA,COLUMBIA,COLUMBIA HIGH SCHOOL,COLUMBIA HIGH SCHOOL
POLK,POLK,COMBEE ACADEMY OF DESIGN AND ENGINEERING,COMBEE ACADEMY OF DESIGN AND ENGINEERING
MARTIN,MARTIN,COMMUNITY CHRISTIAN ACADEMY,COMMUNITY CHRISTIAN ACADEMY
PINELLAS,PINELLAS,COMMUNITY CHRISTIAN ACADEMY,COMMUNITY CHRISTIAN ACADEMY
CHARLOTTE,CHARLOTTE,COMMUNITY CHRISTIAN SCHOOL,COMMUNITY CHRISTIAN SCHOOL
LEON,LEON,COMMUNITY CHRISTIAN SCHOOL,COMMUNITY CHRISTIAN SCHOOL
MANATEE,MANATEE,COMMUNITY CHRISTIAN SCHOOL,COMMUNITY CHRISTIAN SCHOOL
PINELLAS,PINELLAS,COMMUNITY CHRISTIAN SCHOOL OF FIVE OAKS,COMMUNITY CHRISTIAN SCHOOL OF FIVE OAKS
SARASOTA,SARASOTA,COMMUNITY DAY SCHOOL,COMMUNITY DAY SCHOOL
LEON,LEON,COMMUNITY LEADERSHIP ACADEMY,COMMUNITY LEADERSHIP ACADEMY
COLLIER,COLLIER,COMMUNITY SCHOOL OF NAPLES,COMMUNITY SCHOOL OF NAPLES
BROWARD,BROWARD,COMMUNITY SCHOOL SOUTH,COMMUNITY SCHOOL SOUTH
POLK,POLK,COMPASS MIDDLE CHARTER SCHOOL,COMPASS MIDDLE CHARTER SCHOOL
BROWARD,BROWARD,COMPASS OUTREACH AND EDUCATION CENTER,COMPASS OUTREACH AND EDUCATION CENTER
MIAMI-DADE,MIAMI-DADE,COMSTOCK ELEMENTARY SCHOOL,COMSTOCK ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,CONCHITA ESPINOSA ACADEMY,CONCHITA ESPINOSA ACADEMY
UNKNOWN,MIAMI-DADE,DADE - CONCHITA ESPINOSA ACADEMY,CONCHITA ESPINOSA ACADEMY
UNKNOWN,MIAMI-DADE,CONCHITA ESPINOZA ACADEMY,CONCHITA ESPINOZA ACADEMY
BROWARD,BROWARD,CONCORDE CAREER INSTITUTE,CONCORDE CAREER INSTITUTE
DUVAL,DUVAL,CONCORDE CAREER INSTITUTE - JACKSONVILLE,CONCORDE CAREER INSTITUTE - JACKSONVILLE
BROWARD,BROWARD,CONCORDE CAREER INSTITUTE - MIRAMAR,CONCORDE CAREER INSTITUTE - MIRAMAR
BROWARD,BROWARD,CONCORDE CAREER INSTITUTE-MIRAMAR,CONCORDE CAREER INSTITUTE - MIRAMAR
HILLSBOROUGH,HILLSBOROUGH,CONCORDE CAREER INSTITUTE - TAMPA,CONCORDE CAREER INSTITUTE - TAMPA
HILLSBOROUGH,HILLSBOROUGH,CONCORDE CAREER INSTITUTE-TAMPA,CONCORDE CAREER INSTITUTE - TAMPA
MIAMI-DADE,MIAMI-DADE,CONCORDIA LUTHERAN SCHOOL,CONCORDIA LUTHERAN SCHOOL
ORANGE,ORANGE,CONDUCTIVE ED CTR OF ORLANDO INC.,CONDUCTIVE ED CTR OF ORLANDO INC.
HILLSBOROUGH,HILLSBOROUGH,CONGREGATION SCHAARAI ZEDEK,CONGREGATION SCHAARAI ZEDEK
PALM BEACH,PALM BEACH,CONGRESS COMMUNITY MIDDLE SCHOOL,CONGRESS COMMUNITY MIDDLE SCHOOL
PALM BEACH,PALM BEACH,CONNECTIONS EDUCATION CENTER OF THE PALM BEACHES,CONNECTIONS EDUCATION CENTER OF THE PALM BEACHES
PASCO,PASCO,CONNERTON ELEMENTARY SCHOOL,CONNERTON ELEMENTARY SCHOOL
PALM BEACH,PALM BEACH,CONNISTON MIDDLE SCHOOL,CONNISTON MIDDLE SCHOOL
ORANGE,ORANGE,CONWAY ELEMENTARY,CONWAY ELEMENTARY SCHOOL
ORANGE,ORANGE,CONWAY MIDDLE,CONWAY MIDDLE SCHOOL
BROWARD,BROWARD,COOPER CITY CHRISTIAN ACADEMY,COOPER CITY CHRISTIAN ACADEMY
BROWARD,BROWARD,COOPER CITY ELEMENTARY SCHOOL,COOPER CITY ELEMENTARY SCHOOL
BROWARD,BROWARD,COOPER CITY HIGH SCHOOL,COOPER CITY HIGH SCHOOL
BROWARD,BROWARD,COOPER CITY HS,COOPER CITY HIGH SCHOOL
MIAMI-DADE,MIAMI-DADE,COPE CENTER NORTH,COPE CENTER NORTH
CLAY,CLAY,COPPERGATE ELEMENTARY SCHOOL,COPPERGATE ELEMENTARY SCHOOL
BREVARD,BREVARD,COQUINA ELEMENTARY SCHOOL,COQUINA ELEMENTARY SCHOOL
BROWARD,BROWARD,CORAL COVE ELEMENTARY SCHOOL,CORAL COVE ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,CORAL GABLES PREPARATORY ACADEMY,CORAL GABLES PREPARATORY ACADEMY
UNKNOWN,MIAMI-DADE,CORAL GABLES PREPARATORY ACADEMY,CORAL GABLES PREPARATORY ACADEMY
MIAMI-DADE,MIAMI-DADE,CORAL GABLES SENIOR HIGH ADULT EDUCATION,CORAL GABLES SENIOR HIGH ADULT EDUCATION
MIAMI-DADE,MIAMI-DADE,CORAL GABLES SENIOR HIGH SCHOOL,CORAL GABLES SENIOR HIGH SCHOOL
BROWARD,BROWARD,CORAL GLADES HIGH SCHOOL,CORAL GLADES HIGH SCHOOL
MIAMI-DADE,MIAMI-DADE,CORAL PARK CHRISTIAN ACADEMY,CORAL PARK CHRISTIAN ACADEMY
BROWARD,BROWARD,CORAL PARK ELEMENTARY SCHOOL,CORAL PARK ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,CORAL PARK ELEMENTARY SCHOOL,CORAL PARK ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,CORAL REEF ELEMENTARY SCHOOL,CORAL REEF ELEMENTARY SCHOOL
PALM BEACH,PALM BEACH,CORAL REEF ELEMENTARY SCHOOL,CORAL REEF ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,CORAL REEF MONTESSORI ACADEMY CHARTER,CORAL REEF MONTESSORI ACADEMY CHARTER
MIAMI-DADE,MIAMI-DADE,CORAL REEF SENIOR HIGH SCHOOL,CORAL REEF SENIOR HIGH SCHOOL
MONROE,MONROE,CORAL SHORES HIGH SCHOOL,CORAL SHORES HIGH SCHOOL
BROWARD,BROWARD,CORAL SPRINGS CHARTER SCHOOL,CORAL SPRINGS CHARTER SCHOOL
BROWARD,BROWARD,CORAL SPRINGS HIGH SCHOOL,CORAL SPRINGS HIGH SCHOOL
BROWARD,BROWARD,CORAL SPRINGS MIDDLE SCHOOL,CORAL SPRINGS MIDDLE SCHOOL
BROWARD,BROWARD,CORAL SPRINGS K-8,CORAL SPRINGS PK-8
BROWARD,BROWARD,CORAL SPRINGS PK-8,CORAL SPRINGS PK-8
PALM BEACH,PALM BEACH,CORAL SUNSET ELEMENTARY SCHOOL,CORAL SUNSET ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,CORAL TERRACE ELEMENTARY SCHOOL,CORAL TERRACE ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,CORAL WAY K-8 CENTER,CORAL WAY K-8 CENTER
HILLSBOROUGH,HILLSBOROUGH,CORBETT PREPARATORY SCHOOL OF IDS,CORBETT PREPARATORY SCHOOL OF IDS
ESCAMBIA,ESCAMBIA,CORDOVA PARK ELEMENTARY SCHOOL,CORDOVA PARK ELEMENTARY SCHOOL
HAMILTON,HAMILTON,CORINTH CHRISTIAN ACADEMY,CORINTH CHRISTIAN ACADEMY
HILLSBOROUGH,HILLSBOROUGH,CORK ELEMENTARY SCHOOL,CORK ELEMENTARY SCHOOL
COLLIER,COLLIER,CORKSCREW ELEMENTARY SCHOOL,CORKSCREW ELEMENTARY SCHOOL
COLLIER,COLLIER,CORKSCREW MIDDLE SCHOOL,CORKSCREW MIDDLE SCHOOL
ORANGE,ORANGE,CORNER LAKE MIDDLE,CORNER LAKE MIDDLE
ALACHUA,ALACHUA,CORNERSTONE ACADEMY,CORNERSTONE ACADEMY
ORANGE,ORANGE,CORNERSTONE ACADEMY CHARTER,CORNERSTONE CHARTER ACADEMY HIGH
ORANGE,ORANGE,CORNERSTONE CHARTER ACADEMY HIGH,CORNERSTONE CHARTER ACADEMY HIGH
HIGHLANDS,HIGHLANDS,CORNERSTONE CHRISTIAN ACADEMY,CORNERSTONE CHRISTIAN ACADEMY
DUVAL,DUVAL,CORNERSTONE CHRISTIAN SCHOOL,CORNERSTONE CHRISTIAN SCHOOL
PINELLAS,PINELLAS,CORNERSTONE CHRISTIAN SCHOOL,CORNERSTONE CHRISTIAN SCHOOL
DUVAL,DUVAL,CORNERSTONE CLASSICAL ACADEMY,CORNERSTONE CLASSICAL ACADEMY
LEON,LEON,CORNERSTONE LEARNING COMMUNITY,CORNERSTONE LEARNING COMMUNITY
VOLUSIA,VOLUSIA,CORONADO BEACH ELEMENTARY SCHOOL,CORONADO BEACH ELEMENTARY SCHOOL
LEE,LEE,CORONADO HIGH SCHOOL,CORONADO HIGH SCHOOL
HILLSBOROUGH,HILLSBOROUGH,CORPUS CHRISTI CATHOLIC SCHOOL,CORPUS CHRISTI CATHOLIC SCHOOL
HILLSBOROUGH,HILLSBOROUGH,CORR ELEMENTARY SCHOOL,CORR ELEMENTARY SCHOOL
UNKNOWN,ORANGE,CORTIVA INSTITUE,CORTIVA INSTITUTE
ORANGE,ORANGE,CORTIVA INSTITUTE,CORTIVA INSTITUTE
PASCO,PASCO,COTEE RIVER ELEMENTARY SCHOOL,COTEE RIVER ELEMENTARY SCHOOL
JACKSON,JACKSON,COTTONDALE ELEMENTARY SCHOOL,COTTONDALE ELEMENTARY SCHOOL
JACKSON,JACKSON,COTTONDALE HIGH SCHOOL,COTTONDALE HIGH SCHOOL
UNKNOWN,JACKSON,COTTONDALE HIGH SCHOOL,COTTONDALE HIGH SCHOOL
MIAMI-DADE,MIAMI-DADE,COUNTRY CLUB MIDDLE SCHOOL,COUNTRY CLUB MIDDLE SCHOOL
PINELLAS,PINELLAS,COUNTRY DAY SCHOOL,COUNTRY DAY SCHOOL
BROWARD,BROWARD,COUNTRY HILLS ELEMENTARY SCHOOL,COUNTRY HILLS ELEMENTARY SCHOOL
BROWARD,BROWARD,COUNTRY ISLES ELEMENTARY SCHOOL,COUNTRY ISLES ELEMENTARY SCHOOL
HENDRY,HENDRY,COUNTRY OAKS ELEMENTARY SCHOOL,COUNTRY OAKS ELEMENTARY SCHOOL
PINELLAS,PINELLAS,COUNTRYSIDE CHRISTIAN ACADEMY,COUNTRYSIDE CHRISTIAN ACADEMY
ALACHUA,ALACHUA,COUNTRYSIDE CHRISTIAN SCHOOL,COUNTRYSIDE CHRISTIAN SCHOOL
PINELLAS,PINELLAS,COUNTRYSIDE HIGH SCHOOL,COUNTRYSIDE HIGH SCHOOL
PASCO,PASCO,COUNTRYSIDE MONTESSORI ACADEMY,COUNTRYSIDE MONTESSORI ACADEMY
LEE,LEE,COUNTY WIDE EXCEPTIONAL CHILD PROGRAMS,COUNTY WIDE EXCEPTIONAL CHILD PROGRAMS
PINELLAS,PINELLAS,COVENANT ACADEMY,COVENANT ACADEMY
PASCO,PASCO,COVENANT CHRISTIAN ACADEMY,COVENANT CHRISTIAN ACADEMY
BAY,BAY,COVENANT CHRISTIAN SCHOOL,COVENANT CHRISTIAN SCHOOL
BREVARD,BREVARD,COVENANT CHRISTIAN SCHOOL,COVENANT CHRISTIAN SCHOOL
COLUMBIA,COLUMBIA,COVENANT COMMUNITY SCHOOL,COVENANT COMMUNITY SCHOOL
HIGHLANDS,HIGHLANDS,CRACKER TRAIL ELEMENTARY SCHOOL,CRACKER TRAIL ELEMENTARY SCHOOL
SARASOTA,SARASOTA,CRANBERRY ELEMENTARY SCHOOL,CRANBERRY ELEMENTARY SCHOOL
UNKNOWN,SARASOTA,CRANBERRY ELEMENTARY SCHOOL,CRANBERRY ELEMENTARY SCHOOL
SARASOTA,SARASOTA,CRANBERRY ELEMENTARY SCHOOL (NORTH PORT),CRANBERRY ELEMENTARY SCHOOL
ORANGE,ORANGE,CRANIUM ACADEMY,CRANIUM ACADEMY
WAKULLA,WAKULLA,CRAWFORDVILLE ELEMENTARY SCHOOL,CRAWFORDVILLE ELEMENTARY SCHOOL
BROWARD,BROWARD,CRAYONS CHILDCARE,CRAYONS CHILDCARE
OSCEOLA,OSCEOLA,CREATION KIDS VILLAGE,CREATION KIDS VILLAGE
UNKNOWN,MIAMI-DADE,CREATIVA ACADEMY,CREATIVA ACADEMY
ST. LUCIE,ST. LUCIE,CREATIVE ARTS ACADEMY OF ST. LUCIE,CREATIVE ARTS ACADEMY OF ST. LUCIE
OSCEOLA,OSCEOLA,CREATIVE INSPIRATION JOURNEY SCHOOL OF ST CLOUD,CREATIVE INSPIRATION JOURNEY SCHOOL OF ST CLOUD
PINELLAS,PINELLAS,CREATIVE LEARNING CENTER,CREATIVE LEARNING CENTER
UNKNOWN,PALM BEACH,CREATIVE MONTESSORI ACADEMY,CREATIVE MONTESSORI ACADEMY
VOLUSIA,VOLUSIA,CREATIVE PATHWAYS PREPARATORY ACADEMY INC.,CREATIVE PATHWAYS PREPARATORY ACADEMY INC.
PINELLAS,PINELLAS,CREATIVE PLAY CHILDREN'S LEARNING CENTER,CREATIVE PLAY CHILDREN'S LEARNING CENTER
HILLSBOROUGH,HILLSBOROUGH,CREEKSIDE CHARTER ACADEMY,CREEKSIDE CHARTER ACADEMY
LEVY,LEVY,CREEKSIDE CHRISTIAN SCHOOL,CREEKSIDE CHRISTIAN SCHOOL
ST. JOHNS,ST. JOHNS,CREEKSIDE HIGH SCHOOL,CREEKSIDE HIGH SCHOOL
VOLUSIA,VOLUSIA,CREEKSIDE MIDDLE SCHOOL,CREEKSIDE MIDDLE SCHOOL
PUTNAM,PUTNAM,CRESCENT CITY CHRISTIAN ACADEMY,CRESCENT CITY CHRISTIAN ACADEMY
PUTNAM,PUTNAM,CRESCENT CITY HIGH SCHOOL,CRESCENT CITY HIGH SCHOOL
CITRUS,CITRUS,CREST SCHOOL,CREST SCHOOL
BROWARD,BROWARD,CRESTHAVEN ELEMENTARY SCHOOL,CRESTHAVEN ELEMENTARY SCHOOL
UNKNOWN,OKALOOSA,CRESTIVEW HIGH SCHOOL,CRESTIVEW HIGH SCHOOL
MIAMI-DADE,MIAMI-DADE,CRESTVIEW ELEMENTARY SCHOOL,CRESTVIEW ELEMENTARY SCHOOL
OKALOOSA,OKALOOSA,CRESTVIEW HIGH SCHOOL,CRESTVIEW HIGH SCHOOL
OKALOOSA,OKALOOSA,CRESTVIEW YOUTH ACADEMY,CRESTVIEW YOUTH ACADEMY
LEE,LEE,CRESTWELL SCHOOL,CRESTWELL SCHOOL
PALM BEACH,PALM BEACH,CRESTWOOD COMMUNITY MIDDLE,CRESTWOOD COMMUNITY MIDDLE
HILLSBOROUGH,HILLSBOROUGH,CRESTWOOD ELEMENTARY SCHOOL,CRESTWOOD ELEMENTARY SCHOOL
PASCO,PASCO,CREWS LAKE MIDDLE SCHOOL.,CREWS LAKE MIDDLE SCHOOL.
UNKNOWN,MIAMI-DADE,CRISDA CHRISTIAN ACADEMY,CRISDA CHRISTIAN ACADEMY INC.
MIAMI-DADE,MIAMI-DADE,CRISDA CHRISTIAN ACADEMY INC.,CRISDA CHRISTIAN ACADEMY INC.
HILLSBOROUGH,HILLSBOROUGH,CRISTO REY TAMPA,CRISTO REY TAMPA
BROWARD,BROWARD,CROISSANT PARK ELEMENTARY SCHOOL,CROISSANT PARK ELEMENTARY SCHOOL
BROWARD,BROWARD,CROISSANT PK ELEM,CROISSANT PK ELEM
ST. JOHNS,ST. JOHNS,CROOKSHANK ELEMENTARY SCHOOL,CROOKSHANK ELEMENTARY SCHOOL
SEMINOLE,SEMINOLE,CROOMS ACADEMY OF INFORMATION TECHNOLOGY,CROOMS ACADEMY OF INFORMATION TECHNOLOGY
PINELLAS,PINELLAS,CROSS BAYOU ELEMENTARY SCHOOL,CROSS BAYOU ELEMENTARY SCHOOL
BROWARD,BROWARD,CROSS CREEK SCHOOL,CROSS CREEK SCHOOL
PALM BEACH,PALM BEACH,CROSSPOINTE ELEMENTARY SCHOOL,CROSSPOINTE ELEMENTARY SCHOOL
GADSDEN,GADSDEN,CROSSROAD ACADEMY,CROSSROAD ACADEMY
MARION,MARION,CROSSROADS ACADEMY,CROSSROADS ACADEMY
PALM BEACH,PALM BEACH,CROSSROADS ACADEMY,CROSSROADS ACADEMY
DUVAL,DUVAL,CROSSROADS CHRISTIAN SCHOOL ARLINGTON,CROSSROADS CHRISTIAN SCHOOL ARLINGTON
BREVARD,BREVARD,CROTON ELEMENTARY SCHOOL,CROTON ELEMENTARY SCHOOL
DUVAL,DUVAL,CROWN POINT ELEMENTARY SCHOOL,CROWN POINT ELEMENTARY SCHOOL
MIAMI-DADE,MIAMI-DADE,CRYSTAL ACADEMY PRIMARY SCHOOL CAPS INTERN,CRYSTAL ACADEMY PRIMARY SCHOOL CAPS INTERN
UNKNOWN,MIAMI-DADE,CRYSTAL ACADEMY PRIVATE SCHOOL,CRYSTAL ACADEMY PRIMARY SCHOOL CAPS INTERN
MARTIN,MARTIN,CRYSTAL LAKE ELEMENTARY SCHOOL,CRYSTAL LAKE ELEMENTARY SCHOOL
POLK,POLK,CRYSTAL LAKE ELEMENTARY SCHOOL,CRYSTAL LAKE ELEMENTARY SCHOOL
SEMINOLE,SEMINOLE,CRYSTAL LAKE ELEMENTARY SCHOOL,CRYSTAL LAKE ELEMENTARY SCHOOL
BROWARD,BROWARD,CRYSTAL LAKE MIDDLE SCHOOL,CRYSTAL LAKE MIDDLE SCHOOL
POLK,POLK,CRYSTAL LAKE MIDDLE SCHOOL,CRYSTAL LAKE MIDDLE SCHOOL
PALM BEACH,PALM BEACH,CRYSTAL LAKES ELEMENTARY SCHOOL,CRYSTAL LAKES ELEMENTARY SCHOOL
