school,county,start_date,new_cases,new_cases_students,new_cases_teachers,new_cases_staff,new_cases_unknown,symptoms_yes,symptoms_no,symptoms_idk,cumulative_cases,cumulative_cases_students,cumulative_cases_teachers,cumulative_cases_staff,cumulative_cases_unknown,new_cases_employee
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2020-12-13,1,1,0,0,0,2,0,0,2,2,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2020-12-20,0,0,0,0,0,2,0,0,2,2,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2020-12-27,0,0,0,0,0,2,0,0,2,2,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2021-01-03,0,0,0,0,0,2,0,0,2,2,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2021-01-10,0,0,0,0,0,2,0,0,2,2,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2021-01-17,0,0,0,0,0,2,0,0,2,2,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2021-01-24,0,0,0,0,0,2,0,0,2,2,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2021-01-31,0,0,0,0,0,2,0,0,2,2,0,0,0,0
AVIATION INSTITUTE OF MAINTENANCE,SEMINOLE,2021-02-07,0,0,0,0,0,2,0,0,2,2,0,0,0,0
AVIATOR COLLEGE,ST. LUCIE,2020-11-15,0,0,0,0,0,0,1,0,1,0,0,0,1,0
AVIATOR COLLEGE,ST. LUCIE,2020-11-22,0,0,0,0,0,0,1,0,1,0,0,0,1,0
AVIATOR COLLEGE,ST. LUCIE,2020-11-29,0,0,0,0,0,0,1,0,1,0,0,0,1,0
AVIATOR COLLEGE,ST. LUCIE,2020-12-06,0,0,0,0,0,0,1,0,1,0,0,0,1,0
AVIATOR COLLEGE,ST. LUCIE,2020-12-13,0,0,0,0,0,0,1,0,1,0,0,0,1,0
AVIATOR COLLEGE,ST. LUCIE,2020-12-20,0,0,0,0,0,0,1,0,1,0,0,0,1,0
AVIATOR COLLEGE,ST. LUCIE,2020-12-27,0,0,0,0,0,0,1,0,1,1,0,0,0,0
AVIATOR COLLEGE,ST. LUCIE,2021-01-03,0,0,0,0,0,0,1,0,1,1,0,0,0,0
AVIATOR COLLEGE,ST. LUCIE,2021-01-10,0,0,0,0,0,0,1,0,1,1,0,0,0,0
AVIATOR COLLEGE,ST. LUCIE,2021-01-17,0,0,0,0,0,0,1,0,1,1,0,0,0,0
AVIATOR COLLEGE,ST. LUCIE,2021-01-24,0,0,0,0,0,0,1,0,1,1,0,0,0,0
AVIATOR COLLEGE,ST. LUCIE,2021-01-31,0,0,0,0,0,0,1,0,1,1,0,0,0,0
AVIATOR COLLEGE,ST. LUCIE,2021-02-07,0,0,0,0,0,0,1,0,1,1,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2020-11-01,1,1,0,0,0,1,0,0,1,1,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2020-11-08,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2020-11-15,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2020-11-22,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2020-11-29,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2020-12-06,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2020-12-13,1,1,0,0,0,1,1,0,2,2,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2020-12-20,0,0,0,0,0,1,1,0,2,2,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2020-12-27,0,0,0,0,0,1,1,0,2,2,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2021-01-03,0,0,0,0,0,1,1,0,2,2,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2021-01-10,0,0,0,0,0,1,1,0,2,2,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2021-01-17,0,0,0,0,0,1,1,0,2,2,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2021-01-24,0,0,0,0,0,1,1,0,2,2,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2021-01-31,0,0,0,0,0,1,1,0,2,2,0,0,0,0
BABSON COLLEGE MIAMI CAMPUS,MIAMI-DADE,2021-02-07,0,0,0,0,0,1,1,0,2,2,0,0,0,0
BARRY UNIVERSITY,MIAMI-DADE,2020-09-20,0,0,0,0,0,2,0,0,2,1,0,0,1,0
BARRY UNIVERSITY,MIAMI-DADE,2020-09-27,0,0,0,0,0,1,0,0,1,0,0,0,1,0
BARRY UNIVERSITY,MIAMI-DADE,2020-10-11,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BARRY UNIVERSITY,MIAMI-DADE,2020-10-18,0,0,0,0,0,1,0,0,1,0,0,0,1,0
BARRY UNIVERSITY,MIAMI-DADE,2020-10-25,4,1,0,1,2,3,0,2,5,1,0,1,3,1
BARRY UNIVERSITY,MIAMI-DADE,2020-11-01,5,4,0,1,0,8,0,2,10,5,0,2,3,1
BARRY UNIVERSITY,MIAMI-DADE,2020-11-08,1,1,0,0,0,9,0,2,11,6,0,2,3,0
BARRY UNIVERSITY,MIAMI-DADE,2020-11-15,2,2,0,0,0,10,0,3,13,8,0,2,3,0
BARRY UNIVERSITY,MIAMI-DADE,2020-11-22,8,7,0,1,0,19,1,5,25,19,0,3,3,1
BARRY UNIVERSITY,MIAMI-DADE,2020-11-29,2,2,0,0,0,21,1,5,27,21,0,3,3,0
BARRY UNIVERSITY,MIAMI-DADE,2020-12-06,0,0,0,0,0,21,1,6,28,22,0,3,3,0
BARRY UNIVERSITY,MIAMI-DADE,2020-12-13,1,1,0,0,0,22,1,6,29,23,0,3,3,0
BARRY UNIVERSITY,MIAMI-DADE,2020-12-20,0,0,0,0,0,22,1,6,29,23,0,3,3,0
BARRY UNIVERSITY,MIAMI-DADE,2020-12-27,3,2,1,0,0,25,1,7,33,27,1,3,2,1
BARRY UNIVERSITY,MIAMI-DADE,2021-01-03,4,3,1,0,0,26,1,7,34,28,1,3,2,1
BARRY UNIVERSITY,MIAMI-DADE,2021-01-10,4,4,0,0,0,27,3,8,38,32,1,3,2,0
BARRY UNIVERSITY,MIAMI-DADE,2021-01-17,4,3,0,0,1,29,2,9,40,33,0,3,4,0
BARRY UNIVERSITY,MIAMI-DADE,2021-01-24,2,2,0,0,0,30,2,10,42,35,0,3,4,0
BARRY UNIVERSITY,MIAMI-DADE,2021-01-31,4,3,0,0,1,35,2,11,48,40,0,3,5,0
BARRY UNIVERSITY,MIAMI-DADE,2021-02-07,6,6,0,0,0,39,2,13,54,46,0,3,5,0
BARRY UNIVERSITY,MIAMI-DADE,2021-02-14,7,7,0,0,0,46,2,19,67,58,0,3,6,0
BARRY UNIVERSITY,MIAMI-DADE,2021-02-21,12,12,0,0,0,51,3,23,77,68,0,3,6,0
BARRY UNIVERSITY,MIAMI-DADE,2021-02-28,6,5,1,0,0,57,3,27,87,77,1,3,6,1
BARRY UNIVERSITY,MIAMI-DADE,2021-03-07,7,6,0,1,0,62,4,29,95,83,1,5,6,1
BEACON COLLEGE,LAKE,2021-01-17,1,1,0,0,0,0,0,1,1,1,0,0,0,0
BEACON COLLEGE,LAKE,2021-01-24,0,0,0,0,0,0,0,1,1,1,0,0,0,0
BEACON COLLEGE,LAKE,2021-01-31,0,0,0,0,0,0,0,1,1,1,0,0,0,0
BEACON COLLEGE,LAKE,2021-02-07,0,0,0,0,0,0,0,1,1,1,0,0,0,0
BEACON COLLEGE,LAKE,2021-02-14,0,0,0,0,0,0,0,1,1,1,0,0,0,0
BEACON COLLEGE,LAKE,2021-02-21,0,0,0,0,0,1,0,1,2,2,0,0,0,0
BEACON COLLEGE,LAKE,2021-02-28,1,1,0,0,0,1,0,1,2,2,0,0,0,0
BEACON COLLEGE,LAKE,2021-03-07,0,0,0,0,0,1,0,1,2,2,0,0,0,0
BELLASA PROFESSIONAL INSTITUTE,MIAMI-DADE,2021-01-31,1,1,0,0,0,1,0,0,1,1,0,0,0,0
BELLASA PROFESSIONAL INSTITUTE,MIAMI-DADE,2021-02-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-10-25,1,1,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-11-01,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-11-08,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-11-15,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-11-22,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-11-29,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-12-06,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-12-13,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-12-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2020-12-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2021-01-03,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2021-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2021-01-31,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENE'S CAREER ACADEMY,PASCO,2021-02-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BENEVA LAKE HEALTHCARE,SARASOTA,2020-12-13,1,0,0,0,1,1,0,0,1,0,0,0,1,0
BENEVA LAKE HEALTHCARE,SARASOTA,2020-12-20,0,0,0,0,0,1,0,0,1,0,0,0,1,0
BENEVA LAKE HEALTHCARE,SARASOTA,2020-12-27,0,0,0,0,0,1,0,0,1,0,0,0,1,0
BENEVA LAKE HEALTHCARE,SARASOTA,2021-01-03,0,0,0,0,0,1,0,0,1,0,0,0,1,0
BENEVA LAKE HEALTHCARE,SARASOTA,2021-01-10,0,0,0,0,0,1,0,0,1,0,0,0,1,0
BENEVA LAKE HEALTHCARE,SARASOTA,2021-01-17,0,0,0,0,0,1,0,0,1,0,0,0,1,0
BENEVA LAKE HEALTHCARE,SARASOTA,2021-01-24,0,0,0,0,0,1,0,0,1,0,0,0,1,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-10-25,1,0,1,0,0,1,0,0,1,0,1,0,0,1
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-11-01,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-11-08,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-11-15,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-11-22,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-11-29,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-12-06,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-12-13,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-12-20,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2020-12-27,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2021-01-03,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2021-01-10,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2021-01-17,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2021-01-24,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2021-01-31,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHESDA COLLEGE OF HEALTH AND SCIENCES,PALM BEACH,2021-02-07,0,0,0,0,0,1,0,0,1,0,1,0,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-09-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-09-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-10-11,4,4,0,0,0,5,1,0,6,5,0,1,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-10-18,9,9,0,0,0,9,1,5,15,14,0,1,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-10-25,30,30,0,0,0,27,7,13,47,46,0,1,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-11-01,6,6,0,0,0,33,8,13,54,53,0,1,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-11-08,1,1,0,0,0,33,8,14,55,54,0,1,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-11-15,0,0,0,0,0,33,8,15,56,55,0,1,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-11-22,0,0,0,0,0,33,8,15,56,55,0,1,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-11-29,0,0,0,0,0,34,8,16,58,57,0,1,0,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-12-06,1,1,0,0,0,35,8,16,59,57,0,1,1,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-12-13,0,0,0,0,0,36,8,16,60,57,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-12-20,0,0,0,0,0,36,8,16,60,57,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2020-12-27,0,0,0,0,0,37,8,17,62,59,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-01-03,0,0,0,0,0,37,8,17,62,59,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-01-10,1,1,0,0,0,38,8,17,63,60,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-01-17,0,0,0,0,0,38,8,17,63,60,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-01-24,0,0,0,0,0,38,8,17,63,60,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-01-31,0,0,0,0,0,38,8,17,63,60,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-02-07,0,0,0,0,0,39,8,17,64,61,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-02-14,0,0,0,0,0,40,10,17,67,64,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-02-21,0,0,0,0,0,40,10,17,67,64,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-02-28,0,0,0,0,0,40,10,17,67,64,0,1,2,0
BETHUNE-COOKMAN UNIVERSITY,VOLUSIA,2021-03-07,0,0,0,0,0,41,10,17,68,65,0,1,2,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2020-12-06,1,1,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2020-12-13,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2020-12-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2020-12-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-01-03,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-01-31,1,1,0,0,0,2,0,0,2,2,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-02-07,0,0,0,0,0,2,0,0,2,2,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-02-14,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-02-21,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-02-28,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BIG BEND TECHNICAL COLLEGE,TAYLOR,2021-03-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-10-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-10-18,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-10-25,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-11-01,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-11-08,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-11-15,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-11-22,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-11-29,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-12-06,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-12-13,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-12-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2020-12-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2021-01-03,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2021-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2021-01-17,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2021-01-24,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2021-01-31,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE,2021-02-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BREWSTER TECHNICAL COLLEGE,HILLSBOROUGH,2020-12-06,1,1,0,0,0,1,0,0,1,1,0,0,0,0
BREWSTER TECHNICAL COLLEGE,HILLSBOROUGH,2020-12-13,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BREWSTER TECHNICAL COLLEGE,HILLSBOROUGH,2020-12-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-09-20,2,2,0,0,0,2,0,0,2,2,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-09-27,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-10-11,3,3,0,0,0,7,0,0,7,7,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-10-18,0,0,0,0,0,4,0,0,4,4,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-10-25,1,1,0,0,0,3,1,0,4,4,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-11-01,2,2,0,0,0,5,1,0,6,6,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-11-08,2,2,0,0,0,7,1,0,8,8,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-11-15,0,0,0,0,0,7,1,0,8,8,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-11-22,1,1,0,0,0,8,1,0,9,9,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-11-29,3,3,0,0,0,11,1,0,12,12,0,0,0,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-12-06,4,2,0,1,1,15,1,0,16,14,0,1,1,1
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-12-13,3,3,0,0,0,17,2,0,19,17,0,1,1,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-12-20,3,3,0,0,0,19,3,0,22,20,0,1,1,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2020-12-27,1,1,0,0,0,21,3,0,24,21,1,1,1,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-01-03,2,2,0,0,0,22,3,0,25,22,1,1,1,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-01-10,1,1,0,0,0,23,3,0,26,23,1,1,1,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-01-17,0,0,0,0,0,23,3,0,26,23,1,1,1,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-01-24,1,1,0,0,0,24,3,0,27,24,1,1,1,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-01-31,2,1,0,0,1,27,3,0,30,26,1,1,2,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-02-07,0,0,0,0,0,27,3,0,30,26,1,1,2,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-02-14,3,1,0,1,1,30,4,0,34,28,1,2,3,1
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-02-21,4,2,0,1,1,32,4,0,36,30,1,2,3,1
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-02-28,2,2,0,0,0,34,4,0,38,32,1,2,3,0
BROWARD COLLEGE- A. HUGH ADAMS CENTRAL CAMPUS,BROWARD,2021-03-07,3,3,0,0,0,35,5,0,40,34,1,2,3,0
BROWARD COLLEGE- DOWNTOWN CENTER,BROWARD,2021-01-31,1,1,0,0,0,1,0,0,1,1,0,0,0,0
BROWARD COLLEGE- DOWNTOWN CENTER,BROWARD,2021-02-07,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2020-09-20,1,1,0,0,0,3,0,0,3,3,0,0,0,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2020-10-11,1,1,0,0,0,2,0,0,2,2,0,0,0,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2020-12-20,1,1,0,0,0,1,0,0,1,1,0,0,0,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2020-12-27,1,0,0,0,1,2,0,0,2,1,0,0,1,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-01-03,1,0,0,0,1,2,0,0,2,1,0,0,1,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-01-10,0,0,0,0,0,2,0,0,2,1,0,0,1,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-01-17,4,3,0,0,1,4,0,2,6,4,0,0,2,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-01-24,1,0,0,1,0,7,0,0,7,4,0,1,2,1
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-01-31,1,1,0,0,0,8,0,0,8,5,0,1,2,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-02-07,1,1,0,0,0,8,1,0,9,6,0,1,2,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-02-14,0,0,0,0,0,8,1,0,9,6,0,1,2,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-02-21,2,2,0,0,0,12,1,0,13,10,0,1,2,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-02-28,2,2,0,0,0,13,1,0,14,11,0,1,2,0
BROWARD COLLEGE- JUDSON A. SAMUELS SOUTH CAMPUS,BROWARD,2021-03-07,0,0,0,0,0,15,1,0,16,13,0,1,2,0
BROWARD COLLEGE- NORTH CAMPUS,BROWARD,2020-09-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0
BROWARD COLLEGE- NORTH CAMPUS,BROWARD,2020-09-27,1,1,0,0,0,1,0,0,1,1,0,0,0,0
BROWARD COLLEGE- NORTH CAMPUS,BROWARD,2020-10-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BROWARD COLLEGE- NORTH CAMPUS,BROWARD,2020-10-18,0,0,0,0,0,1,0,0,1,1,0,0,0,0
